station_code,timestamp,utc_offset,dewpoint_temp_c,air_temp_c
01NE005,2019-01-01 08:00:00,0.0,-5.4642,-4.585
01NE005,2019-01-01 09:00:00,0.0,-5.2553,-4.3896
01NE005,2019-01-01 10:00:00,0.0,-5.1597,-4.2979
01NE005,2019-01-01 11:00:00,0.0,-5.1231,-4.3115
01NE005,2019-01-01 12:00:00,0.0,-4.9514,-4.1112
01NE005,2019-01-01 13:00:00,0.0,-4.8662,-4.0437
01NE005,2019-01-01 14:00:00,0.0,-4.622,-3.7946
01NE005,2019-01-01 15:00:00,0.0,-4.5526,-3.8184
01NE005,2019-01-01 16:00:00,0.0,-4.2812,-3.5776
01NE005,2019-01-01 17:00:00,0.0,-3.93,-3.1943
01NE005,2019-01-01 18:00:00,0.0,-3.5971,-2.8479
01NE005,2019-01-01 19:00:00,0.0,-3.1288,-2.3908
01NE005,2019-01-01 20:00:00,0.0,-2.8595,-2.0333
01NE005,2019-01-01 21:00:00,0.0,-2.5301,-1.704
01NE005,2019-01-01 22:00:00,0.0,-2.1915,-1.3679
01NE005,2019-01-01 23:00:00,0.0,-1.8507,-1.0117
01NE005,2019-01-02 00:00:00,0.0,-1.7406,-0.9303
01NE005,2019-01-02 01:00:00,0.0,-1.6349,-0.8097
01NE005,2019-01-02 02:00:00,0.0,-1.5424,-0.6067
01NE005,2019-01-02 03:00:00,0.0,-1.4489,-0.4605
01NE005,2019-01-02 04:00:00,0.0,-1.3587,-0.3534
01NE005,2019-01-02 05:00:00,0.0,-1.2533,-0.303
01NE005,2019-01-02 06:00:00,0.0,-1.232,-0.2372
01NE005,2019-01-02 07:00:00,0.0,-0.8471,0.0873
01NE005,2019-01-02 08:00:00,0.0,-0.8481,0.0815
01NE005,2019-01-02 09:00:00,0.0,-0.9425,-0.0002
01NE005,2019-01-02 10:00:00,0.0,-1.109,-0.1899
01NE005,2019-01-02 11:00:00,0.0,-1.2509,-0.3658
01NE005,2019-01-02 12:00:00,0.0,-1.416,-0.5458
01NE005,2019-01-02 13:00:00,0.0,-1.5785,-0.7255
01NE005,2019-01-02 14:00:00,0.0,-1.6925,-0.9015
01NE005,2019-01-02 15:00:00,0.0,-1.7921,-1.0706
01NE005,2019-01-02 16:00:00,0.0,-1.886,-1.2304
01NE005,2019-01-02 17:00:00,0.0,-1.9683,-1.4447
01NE005,2019-01-02 18:00:00,0.0,-1.9668,-1.4905
01NE005,2019-01-02 19:00:00,0.0,-2.3173,-1.4245
01NE005,2019-01-02 20:00:00,0.0,-2.2487,-1.336
01NE005,2019-01-02 21:00:00,0.0,-2.1767,-1.1451
01NE005,2019-01-02 22:00:00,0.0,-2.0674,-1.1466
01NE005,2019-01-02 23:00:00,0.0,-1.9652,-1.1337
01NE005,2019-01-03 00:00:00,0.0,-1.8428,-1.3272
01NE005,2019-01-03 01:00:00,0.0,-1.8082,-1.4753
01NE005,2019-01-03 02:00:00,0.0,-1.8908,-1.5384
01NE005,2019-01-03 03:00:00,0.0,-2.0423,-1.7354
01NE005,2019-01-03 04:00:00,0.0,-2.0998,-1.7967
01NE005,2019-01-03 05:00:00,0.0,-2.1941,-1.8773
01NE005,2019-01-03 06:00:00,0.0,-2.098,-1.8152
01NE005,2019-01-03 07:00:00,0.0,-2.0457,-1.6952
01NE005,2019-01-03 08:00:00,0.0,-2.0385,-1.7193
01NE005,2019-01-03 09:00:00,0.0,-2.0551,-1.7734
01NE005,2019-01-03 10:00:00,0.0,-2.1923,-1.8254
01NE005,2019-01-03 11:00:00,0.0,-2.1723,-1.8379
01NE005,2019-01-03 12:00:00,0.0,-2.4778,-2.084
01NE005,2019-01-03 13:00:00,0.0,-2.5596,-2.1687
01NE005,2019-01-03 14:00:00,0.0,-3.2921,-2.8933
01NE005,2019-01-03 15:00:00,0.0,-3.7043,-3.2742
01NE005,2019-01-03 16:00:00,0.0,-4.2182,-3.7898
01NE005,2019-01-03 17:00:00,0.0,-3.9507,-3.5448
01NE005,2019-01-03 18:00:00,0.0,-3.8332,-3.2751
